unnamed_col,RowId,ORDER-ID,ORDER DATE,ShipDate,SHIP_MODE,CUST-ID,CUSTOMER NAME,Segment,Country,City,State,Postal Code ,Region ,Product ID,Category,SubCategory,Product  Name,Sales USD,QTY ,Discount%,PROFIT($),Notes (Dirty)
1238,1239,CA-2014-127012,,2014-08-15,Standard Class,GM-14680,Greg Matthias,Consumer,United States,Seattle,Washington,98105.0,North,FUR-FU-10003691,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Ebony",12.35,1,0.0,$5.43,
3759,3760,CA-2015-167745,18/09/2015,09-23-2015,Standard Class,GB-14530,George Bell,Corporate,United States,Los Angeles,California,90049.0,North,OFF-SU-10004782,Office Supplies,Supplies,"Elite 5"" Scissors",16.9,2,0.0,5.07,
2352,2353,CA-2017-109701,,,Same Day,AM-10360,Alice McCarthy,Corporate,United States,Los Angeles,California,90032.0,North,OFF-AR-10001868, Office Supplies  ,Art,Prang Dustless Chalk Sticks,10.08,6,0.0,5.04,
5359,5360,CA-2014-150490,,,Standard Class,SS-20590,Sonia Sunley,Consumer,United States,San Francisco,California,94122.0,North,OFF-AR-10004602,Office Supplies,Art,Boston KS Multi-Size Manual Pencil Sharpener,45.98,2,0.0,12.8744,
5380,5381,CA-2016-136021,2016-08-14,18/08/2016,Standard Class,JM-15580,Jill Matthias,Consumer,United States,Los Angeles,California,90045.0,North,TEC-MA-10000423,Technology,Machines,Texas Instruments TI-34 Scientific Calculator,105.552,6,0.2,35.6238,
6191,6192,CA-2017-107986,2017-12-13,2017-12-13,Same Day,MW-18220,Mitch Webber,Consumer,United States,Seattle,Washington,98103.0,North,OFF-ST-10001325,Office Supplies,Storage,Sterilite Officeware Hinged File Box,31.44,3,0.0,$8.49,
5073,5074,CA-2015-145485,,,Same Day,JM-16195,Justin MacKendrick,Consumer,United States,San Francisco,California,94109.0,North,OFF-ST-10000649, Office Supplies  ,Storage,Hanging Personal Folder File,62.8,4,0.0,15.7,
3434,3435,CA-2017-131212,,,Standard Class,AB-10165,Alan Barnes,Consumer,United States,Bellevue,Washington,98006.0,North,OFF-BI-10000145,Office Supplies,Binders,Zipper Ring Binder Pockets,14.976,6,0.2,5.4288,
7290,7291,CA-2016-153661,2016-01-30,2016-01-31,First Class,SC-20725,Steven Cartwright,Consumer,United States,San Francisco,California,94122.0,North,OFF-BI-10004781,Office Supplies,Binders,GBC Wire Binding Strips,50.784,2,0.2,$17.77,
2111,2112,CA-2015-164882,10-31-2015,10-31-2015,Same Day,SG-20080,Sandra Glassco,Consumer,United States,Redlands,California,92374.0,North,FUR-CH-10004218,Furniture,Chairs,"Global Fabric Manager's Chair, Dark Gray",323.136,4,0.2,20.196,
785,786,CA-2015-154921,2015-05-23,05-28-2015,Standard Class,EA-14035,Erin Ashbrook,Corporate,United States,Columbia,South Carolina,29203.0,North,OFF-EN-10000056,Office Supplies,Envelopes,Cameo Buff Policy Envelopes,186.69,3,0.0,87.7443,
4459,4460,US-2017-125717,28/09/2017,,First Class,DS-13030,Darrin Sayre,Home Office,United States,Aurora,Colorado,80013,North,FUR-FU-10001979,Furniture,Furnishings,Dana Halogen Swing-Arm Architect Lamp,32.776,1,0.2,3.2776,
2469,2470,CA-2017-128755,,,Standard Class,MK-18160,Mike Kennedy,Consumer,United States,Newport News,Virginia,23602.0,North,OFF-ST-10001291,Office Supplies,Storage,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",16.91,1,0.0,4.5657,
6580,6581,CA-2016-169887,2016-10-22,10-22-2016,Same Day,MS-17530,MaryBeth Skach,Consumer,United States,Seattle,Washington,98105.0,North,OFF-AR-10002766,Office Supplies,Art,Prang Drawing Pencil Set,$8.34,3,0.0,2.2518,
5583,5584,CA-2014-116673,12-15-2014,2014-12-19,Second Class,JO-15280,Jas O'Carroll,Consumer,United States,San Diego,California,92037.0,North,FUR-FU-10003829,Furniture,Furnishings,Stackable Trays,6.16,2,0.0,1.9712,
2505,2506,CA-2014-143917,2014-07-25,07-27-2014,Second Class,KL-16645,Ken Lonsdale,Consumer,United States,San Francisco,California,94122.0,North,OFF-SU-10000151,Office Supplies,Supplies,High Speed Automatic Electric Letter Opener,8187.65,5,0.0,327.506,
2096,2097,US-2016-146570,2016-05-15,20/05/2016,Standard Class,SN-20710, Steve Nguyen ,Home Office,United States,Jackson,Mississippi,39212.0,North,OFF-AR-10004602,Office Supplies,Art,Boston KS Multi-Size Manual Pencil Sharpener,91.96,4,0.0,25.7488,
9449,9450,CA-2014-140032,,09-13-2014,Standard Class,TS-21340,Toby Swindell,Consumer,United States,San Francisco,California,94109.0,North,OFF-BI-10000822,OFFICE SUPPLIES,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""",8.608,2,0.2,3.0128,
576,577,CA-2015-149713,09-18-2015,09-22-2015,Second Class,TG-21640,Trudy Glocke,Consumer,United States,Long Beach,California,90805.0,North,OFF-PA-10001450,Office Supplies,Paper,Rediform S.O.S. Phone Message Books,19.92,4,0.0,9.7608,
733,734,CA-2017-131954,21/01/2017,01-25-2017,Standard Class,DS-13030,Darrin Sayre,Home Office,United States,Seattle,Washington,98115.0,North,TEC-AC-10003610,Technology,Accessories,Logitech Illuminated - Keyboard,179.97,3,0.0,86.3856,
231,232,US-2017-100930,,,Standard Class,CS-12400,Christopher Schild,Home Office,United States,Tampa,Florida,33614.0,North,FUR-TA-10001705,Furniture,Tables,Bush Advantage Collection Round Conference Table,233.86,2,0.45,-102.048,
7885,7886,CA-2017-118017,,,Second Class,LC-16870,Lena Cacioppo,Consumer,United States,Thornton,Colorado,80229.0,North,FUR-FU-10004351,Furniture,Furnishings,Staple-based wall hangings,23.376,3,0.2,7.0128,
3577,3578,CA-2016-103163,,,Standard Class,FM-14290,Frank Merwin,Home Office,United States,Bakersfield,California,93309.0,North,OFF-PA-10004000,Office Supplies,Paper,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",4.73,1,0.0,2.3177,
3992,3993,CA-2015-161998,,,Standard Class,DB-13120,David Bremer,Corporate,United States,Tampa,Florida,33614.0,North,OFF-SU-10004261,Office Supplies,Supplies,"Fiskars 8"" Scissors, 2/Pack",41.376,3,0.2,4.6548,
4304,4305,CA-2014-162278,10-26-2014,2014-10-30,Second Class,AH-10585,Angele Hood,Consumer,United States,Seattle,Washington,98105.0,North,FUR-FU-10000448,Furniture,Furnishings,Tenex Chairmats For Use With Carpeted Floors,63.92,4,0.0,3.196,
1363,1364,US-2017-155425,,,First Class,AB-10600,Ann Blume,Corporate,United States,Tucson,Arizona,85705.0,North,OFF-BI-10001036,Office Supplies,Binders,Cardinal EasyOpen D-Ring Binders,38.388,14,0.7,-25.592,
7737,7738,CA-2017-108287,12-18-2017,20/12/2017,First Class,AG-10330,Alex Grayson,Consumer,United States,Charlotte,North Carolina,,North,OFF-AR-10001315,Office Supplies,Art,Newell 310,12.672,9,0.2,1.4256,
2551,2552,CA-2017-101042,11-19-2017,23/11/2017,Standard Class,AB-10105,Adrian Barton,Consumer,United States,Henderson,Kentucky,,North,FUR-FU-10004665,Furniture,Furnishings,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",821.88,6,0.0,213.6888,
3778,3779,US-2017-148768,30/11/2017,,Second Class,PN-18775,Parhena Norris,Home Office,United States,Miami,Florida,33180.0,North,TEC-PH-10002564,Technology,Phones,OtterBox Defender Series Case - Samsung Galaxy S4,71.976,3,0.2,8.997,check
2840,2841,US-2014-125521,2014-03-14,2014-03-19,Standard Class,CK-12325,Christine Kargatis,Home Office,United States,Chesapeake,Virginia,23320.0,North,FUR-CH-10003379,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,1139.92,4,0.0,284.98,
6589,6590,CA-2017-104731,2017-07-21,07-27-2017,Standard Class,AM-10705,Anne McFarland,Consumer,United States,Salem,Virginia,24153.0,North,OFF-SU-10003505,Office Supplies,Supplies,Premier Electric Letter Opener,231.72,2,0.0,11.586,
7756,7757,CA-2017-100902,11-17-2017,2017-11-21,Standard Class,CK-12595,Clytie Kelty,Consumer,United States,Charlotte,North Carolina,28205.0,North,TEC-AC-10003174,Technology,Accessories,Plantronics S12 Corded Telephone Headset System,431.16,5,0.2,$107.79,
6126,6127,CA-2017-145772,,,Standard Class,SS-20140,Saphhira Shifley,Corporate,United States,Los Angeles,California,90036.0,North,OFF-BI-10002049,Office Supplies,Binders,UniKeep View Case Binders,3.912,1,0.2,1.2714,
274,275,CA-2017-118136,2017-09-16,2017-09-17,First Class,BB-10990,Barry Blumstein,Corporate,United States,Inglewood,California,,North,OFF-PA-10002615,Office Supplies,Paper,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",8.82,2,0.0,4.0572,
3748,3749,CA-2017-161956,2017-08-27,2017-08-29,Second Class,DR-12880,Dan Reichenbach,Corporate,United States,Inglewood,California,90301.0,North,OFF-AP-10001242,Office Supplies,Appliances,APC 7 Outlet Network SurgeArrest Surge Protector,321.92,4,0.0,96.576,
6990,6991,CA-2015-109386,,11-13-2015,Second Class,RH-19600,Rob Haberlin,Consumer,United States,Hampton,Virginia,23666.0,North,OFF-AP-10003266,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",44.43,3,0.0,$18.66,
6999,7000,CA-2017-123687,26/05/2017,29/05/2017,First Class,KC-16675,Kimberly Carter,Corporate,United States,Louisville,Kentucky,40214.0,North,OFF-AP-10002670, Office Supplies  ,Appliances,Belkin 8-Outlet Premiere SurgeMaster II Surge Protectors,208.44,3,0.0,62.532,
7763,7764,CA-2015-103093,,,Standard,FO-14305,Frank Olsen,Consumer,United States,Columbus,Georgia,31907.0,North,OFF-EN-10003286,Office Supplies,Envelopes,Staple envelope,74.52,9,0.0,35.0244,
1977,1978,CA-2014-110408,10-18-2014,20/10/2014,Second Class,AS-10225,Alan Schoenberger,Corporate,United States,Montgomery,Alabama,36116.0,North,FUR-CH-10003774,Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",545.88,6,0.0,70.9644,
9839,9840,US-2016-125402,25/09/2016,,Standard Class,DL-12865,Dan Lawera,Consumer,United States,Long Beach,California,90805.0,North,TEC-CO-10001943,Technology,Copiers,Canon PC-428 Personal Copier,$479.98,3,0.2,161.9919,
5460,5461,US-2014-107405,21/03/2014,25/03/2014,Standard Class,TS-21205,Thomas Seio,Corporate,United States,Asheville,North Carolina,28806,North,OFF-ST-10002301,Office Supplies,Storage,Tennsco Commercial Shelving,16.272,1,0.2,-3.8646,
5906,5907,US-2017-153948,,,Same Day,FM-14290,Frank Merwin,Home Office,United States,San Francisco,California,94122.0,North,TEC-AC-10003441,Technology,Accessories,Kingston Digital DataTraveler 32GB USB 2.0,16.95,1,0.0,1.017,
9758,9759,CA-2017-113705,03-27-2017,2017-03-29,Second Class,LC-16870,Lena Cacioppo,Consumer,United States,Richmond,Virginia,23223.0,North,OFF-PA-10002615,Office Supplies,Paper,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",17.64,4,0.0,8.1144,
2511,2512,CA-2015-102722,18/04/2015,2015-04-19,First Class,KW-16570,Kelly Williams,Consumer,United States,Monroe,Louisiana,71203.0,North,TEC-AC-10003116,Technology,Accessories,Memorex Froggy Flash Drive 8 GB,106.5,6,0.0,41.535,
4423,4424,CA-2017-159464,2017-05-18,19/05/2017,First Class,TB-21355,Todd Boyes,Corporate,United States,Sandy Springs,Georgia,30328.0,North,FUR-BO-10003546,Furniture,Bookcases,Hon 4-Shelf Metal Bookcases,302.94,3,0.0,75.735,
5146,5147,CA-2017-161333,,,Standard,JL-15835,John Lee,Consumer,United States,Los Angeles,California,90045.0,North,OFF-AP-10000252,Office Supplies,Appliances,Harmony HEPA Quiet Air Purifiers,46.8,4,0.0,16.38,
2285,2286,CA-2016-112676,,,First Class,PJ-18835,Patrick Jones,Corporate,United States,Murfreesboro,Tennessee,37130.0,North,OFF-PA-10003971,Office Supplies,Paper,Xerox 1965,14.352,3,0.2,5.2026,check
8964,8965,CA-2016-157280,,,First Class,LW-17125,Liz Willingham,Consumer,United States,Virginia Beach,Virginia,23464.0,North,FUR-FU-10003806,Furniture,Furnishings,"Tenex Chairmat w/ Average Lip, 45"" x 53""",,5,0.0,75.68,
515,516,CA-2017-127432,01-22-2017,01-27-2017,Standard Class,AD-10180,Alan Dominguez,Home Office,United States,Great Falls,Montana,59405.0,North,TEC-CO-10003236,Technology,Copiers,Canon Image Class D660 Copier,2999.95,5,0.0,1379.977,
6164,6165,CA-2014-103989,03-19-2014,2014-03-21,First Class,MC-17605,Matt Connell,Corporate,United States,Lakeland,Florida,33801.0,North,FUR-FU-10003981,Furniture,Furnishings,Eldon Wave Desk Accessories,4.992,3,0.2,1.3728,
9786,9787,US-2014-114377,,,Same Day,BG-11035,Barry Gonzalez,Consumer,United States,Hampton,Virginia,23666.0,North,FUR-CH-10004754,Furniture,Chairs,"Global Stack Chair with Arms, Black",149.9,5,0.0,40.473,
7873,7874,CA-2016-101672,,,Standard Class,DB-12910,,Home Office,United States,Lake Forest,California,92630.0,North,OFF-PA-10004610,Office Supplies,Paper,Xerox 1900,8.56,2,0.0,$3.85,
9610,9611,CA-2016-130638,2016-05-16,19/05/2016,Second Class,SC-20095,Sanjit Chand,Consumer,United States,Los Angeles,California,90045.0,North,OFF-LA-10002195,Office Supplies,Labels,Avery 481,27.72,9,0.0,$13.31,
5485,5486,CA-2014-107573,,17/12/2014,Standard Class,PB-19150,Philip Brown,Consumer,United States,Miami,Florida,33178.0,North,OFF-EN-10001099,Office Supplies,Envelopes,Staple envelope,23.472,3,0.2,7.6284,
994,995,CA-2014-117639,2014-05-21,05-25-2014,Standard Class,MW-18235,Mitch Willingham,Corporate,United States,Virginia Beach,Virginia,23464.0,North,OFF-BI-10003925,Office Supplies,Binders,Fellowes PB300 Plastic Comb Binding Machine,"$2,715.93",7,0.0,1276.4871,
481,482,CA-2014-134677,,,Standard Class,XP-21865,Xylona Preis,Consumer,United States,San Diego,California,92024.0,North,TEC-AC-10001445,Technology,Accessories,Imation USB 2.0 Swivel Flash Drive USB flash drive - 4 GB - Pink,9.09,3,0.0,1.9089,
1401,1402,CA-2016-159212,,,Standard Class,KM-16375,Katherine Murray,Home Office,United States,Salem,Virginia,24153,North,OFF-EN-10002230,Office Supplies,Envelopes,Airmail Envelopes,251.79,3,0.0,$118.34,
2988,2989,CA-2016-139010,,2016-02-26,Second Class,MC-17635,Matthew Clasen,Corporate,United States,Los Angeles,California,90032.0,North,TEC-AC-10004227,Technology,Accessories,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,12.99,1,0.0,0.7794,
1091,1092,CA-2015-143490,,2015-12-13,Standard Class,NP-18325,Naresj Patel,Consumer,United States,San Diego,California,92105,North,OFF-AR-10002952,Office Supplies,Art,Stanley Contemporary Battery Pencil Sharpeners,120.15,9,0.0,$33.64,check
424,425,CA-2017-155705,21/08/2017,08-23-2017,Second Class,NF-18385,Natalie Fritzler,Consumer,United States,Jackson,Mississippi,39212.0,North,FUR-CH-10000015,Furniture,Chairs,Hon Multipurpose Stacking Arm Chairs,866.4,4,0.0,225.264,
3120,3121,CA-2015-121720,,,First Class,JE-15610,Jim Epp,Corporate,United States,Lakeland,Florida,,North,FUR-FU-10003464,Furniture,Furnishings,"Seth Thomas 8 1/2"" Cubicle Clock",48.672,3,0.2,7.3008,
6305,6306,CA-2016-163328,,,Second Class,TP-21565,Tracy Poddar,Corporate,United States,Eugene,Oregon,97405.0,North,OFF-SU-10002301,Office Supplies,Supplies,Serrated Blade or Curved Handle Hand Letter Openers,17.584,7,0.2,-4.1762,
6030,6031,US-2017-152492,,,Same Day,AH-10585,Angele Hood,Consumer,United States,Miami,Florida,33142.0,North,FUR-CH-10000155,Furniture,Chairs,Global Comet Stacking Armless Chair,239.24,1,0.2,23.924,
3858,3859,CA-2014-140816,2014-12-20,20/12/2014,Same Day,TC-21295,Toby Carlisle,Consumer,United States,Thornton,Colorado,80229,North,TEC-AC-10001539,Technology,Accessories,Logitech G430 Surround Sound Gaming Headset with Dolby 7.1 Technology,447.944,7,0.2,$89.59,
8135,8136,CA-2015-121776,16/02/2015,2015-02-21,Standard Class,RD-19585,Rob Dowd,Consumer,United States,Los Angeles,California,,North,OFF-LA-10002762,Office Supplies,Labels,Avery 485,87.71,7,0.0,41.2237,
7615,7616,CA-2014-148425,30/11/2014,,Standard Class,RF-19345,Randy Ferguson,Corporate,United States,Orlando,Florida,32839.0,North,OFF-BI-10000201,Office Supplies,Binders,"Avery Triangle Shaped Sheet Lifters, Black, 2/Pack",6.642,9,0.7,-4.428,
8091,8092,CA-2015-127502,,2015-12-14,Standard Class,MT-17815,Meg Tillman,Consumer,United States,San Francisco,California,94110.0,North,OFF-LA-10001613,Office Supplies,Labels,Avery File Folder Labels,5.76,2,0.0,2.8224,
1811,1812,CA-2014-132612,,,Second Class,FO-14305,Frank Olsen,Consumer,United States,Harrisonburg,Virginia,22801.0,North,FUR-TA-10004534,Furniture,Tables,Bevis 44 x 96 Conference Tables,1441.3,7,0.0,245.021,
6012,6013,CA-2015-135580,12-30-2015,,Standard Class,CL-12565,Clay Ludtke,Consumer,United States,Los Angeles,California,90049.0,North,TEC-PH-10004345,Technology,Phones,Cisco SPA 502G IP Phone,$287.88,3,0.2,35.985,
6822,6823,US-2017-115609,,,Standard Class,CS-12505,,Consumer,United States,Los Angeles,California,90036.0,North,OFF-AP-10003040,Office Supplies,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,168.1,5,0.0,43.706,
2978,2979,CA-2014-109232,2014-01-13,16/01/2014,Second Class,ND-18370,Natalie DeCherney,Consumer,United States,Mount Pleasant,South Carolina,29464.0,North,FUR-CH-10000422,Furniture,Chairs,Global Highback Leather Tilter in Burgundy,545.94,6,0.0,87.3504,
5740,5741,US-2017-147886,28/03/2017,31/03/2017,First Class,DH-13075,Dave Hallsten,Corporate,United States,Fairfield,California,94533.0,North,FUR-FU-10001095,Furniture,Furnishings,DAX Black Cherry Wood-Tone Poster Frame,26.48,1,0.0,10.0624,
6879,6880,CA-2015-137113,,,Second Class,TW-21025,Tamara Willingham,Home Office,United States,Seattle,Washington,98105.0,North,FUR-CH-10001215, Furniture  ,Chairs,Global Troy Executive Leather Low-Back Tilter,"$2,003.92",5,0.2,125.245,
6482,6483,CA-2017-140872,,,Standard Class,NR-18550,Nick Radford,Consumer,United States,Pembroke Pines,Florida,33024.0,North,TEC-AC-10002942,Technology,Accessories,WD My Passport Ultra 1TB Portable External Hard Drive,110.4,2,0.2,$-4.14,
3386,3387,CA-2017-148404,,,Standard Class,Dp-13240,Dean percer,Home Office,United States,Charlotte,North Carolina,28205.0,North,OFF-FA-10003112,Office Supplies,Fasteners,Staples,18.936,3,0.2,5.9175,
7539,7540,US-2017-112347,,,Standard Class,BS-11380,Bill Stewart,Corporate,United States,Denver,Colorado,80219.0,North,OFF-BI-10003707,Office Supplies,Binders,Aluminum Screw Posts,$36.62,8,0.7,-24.416,
6585,6586,CA-2017-104731,2017-07-21,2017-07-27,Standard Class,AM-10705,Anne McFarland,Consumer,United States,Salem,Virginia,24153,North,FUR-FU-10003274, Furniture  ,Furnishings,Regeneration Desk Collection,8.8,5,0.0,3.872,
1119,1120,CA-2015-142755,,,Standard Class,CS-12355,Christine Sundaresam,Consumer,United States,Roswell,Georgia,30076.0,North,OFF-PA-10000141,Office Supplies,Paper,"Ampad Evidence Wirebond Steno Books, 6"" x 9""",4.36,2,0.0,2.0492,
6943,6944,CA-2015-139248,07-25-2015,2015-07-30,Standard,RD-19930,Russell D'Ascenzo,Consumer,United States,Los Angeles,California,90032.0,North,TEC-PH-10004094,Technology,Phones,Motorola L703CM,623.96,5,0.2,$39.00,
2718,2719,CA-2017-144827,21/12/2017,2017-12-27,Standard,SE-20110,Sanjit Engle,Consumer,United States,Costa Mesa,California,92627.0,North,OFF-ST-10004340,Office Supplies,Storage,"Fellowes Mobile File Cart, Black",124.36,2,0.0,33.5772,
8865,8866,CA-2015-158148,20/12/2015,2015-12-26,Standard Class,JM-15865,John Murray,Consumer,United States,Arlington,Virginia,22204.0,North,OFF-AP-10003281,OFFICE SUPPLIES,Appliances,Acco 6 Outlet Guardian Standard Surge Suppressor,36.27,3,0.0,10.881,
4787,4788,CA-2015-104346,,16/12/2015,Standard Class,IM-15070,Irene Maddox,Consumer,United States,Colorado Springs,Colorado,80906.0,North,TEC-AC-10004396,Technology,Accessories,Logitech Keyboard K120,58.08,4,0.2,-6.534,
5436,5437,CA-2014-103317,,,First Class,DM-13525, Don Miller ,Corporate,United States,Palm Coast,Florida,32137.0,North,FUR-FU-10001591,Furniture,Furnishings,Advantus Panel Wall Certificate Holder - 8.5x11,19.52,2,0.2,5.368,
577,578,CA-2015-149713,09-18-2015,22/09/2015,Second Class,TG-21640,Trudy Glocke,Consumer,United States,Long Beach,California,90805.0,North,OFF-SU-10001574,Office Supplies,Supplies,Acme Value Line Scissors,7.3,2,0.0,2.19,
359,360,CA-2017-155698,,,1st Class,VB-21745,Victoria Brennan,Corporate,United States,Columbus,Georgia,31907.0,North,OFF-AP-10001124,Office Supplies,Appliances,Belkin 8 Outlet SurgeMaster II Gold Surge Protector with Phone Protection,647.84,8,0.0,168.4384,
8838,8839,CA-2014-153808,,,Second Class,FH-14275,Frank Hawley,Corporate,United States,Los Angeles,California,90004.0,North,OFF-AR-10001725,Office Supplies,Art,Boston Home & Office Model 2000 Electric Pencil Sharpeners,70.95,3,0.0,18.447,
1855,1856,CA-2014-114643,06-13-2014,06-17-2014,Standard Class,FM-14215,Filia McAdams,Corporate,United States,Los Angeles,California,90032.0,North,OFF-AR-10003631,Office Supplies,Art,Staples in misc. colors,14.52,3,0.0,4.7916,
2887,2888,CA-2017-102099,2017-12-18,19/12/2017,First Class,EP-13915,Emily Phan,Consumer,United States,Los Angeles,California,90008,North,OFF-PA-10003172,Office Supplies,Paper,Xerox 1996,12.96,2,0.0,6.2208,
1432,1433,CA-2014-120768,19/12/2014,12-21-2014,Second Class,IM-15070,Irene Maddox,Consumer,United States,Florence,Alabama,35630.0,North,OFF-SU-10004115,OFFICE SUPPLIES,Supplies,Acme Stainless Steel Office Snips,7.27,1,0.0,1.9629,
8710,8711,CA-2014-119144,16/11/2014,2014-11-18,First Class,JD-16150,Justin Deggeller,Corporate,United States,Los Angeles,California,90008.0,North,OFF-ST-10000991,Office Supplies,Storage,Space Solutions HD Industrial Steel Shelving.,344.91,3,0.0,10.3473,
8888,8889,CA-2017-103968,,,Standard Class,ML-17755,Max Ludwig,Home Office,United States,Stockton,California,95207.0,North,FUR-FU-10003394,Furniture,Furnishings,"Tenex ""The Solids"" Textured Chair Mats",629.64,9,0.0,107.0388,
588,589,US-2016-156986,2016-03-20,03-24-2016,Standard,ZC-21910,Zuschuss Carroll,Consumer,United States,Salem,Oregon,97301.0,North,TEC-PH-10003800,Technology,Phones,i.Sound Portable Power - 8000 mAh,84.784,2,0.2,-20.1362,
8230,8231,CA-2016-162355,30/06/2016,,Second Class,PF-19165,Philip Fox,Consumer,United States,Sandy Springs,Georgia,30328,North,OFF-AR-10004344,Office Supplies,Art,Bulldog Vacuum Base Pencil Sharpener,35.97,3,0.0,9.7119,
1928,1929,US-2017-101539,2017-03-16,03-18-2017,Second Class,VM-21685,Valerie Mitchum,Home Office,United States,Seattle,Washington,98105.0,North,OFF-PA-10001972,Office Supplies,Paper,Xerox 214,6.48,1,0.0,3.1104,
1010,1011,CA-2014-158540,24/11/2014,11-26-2014,First Class,VG-21790,Vivek Gonzalez,Consumer,United States,San Diego,California,,North,FUR-FU-10001602,FURNITURE,Furnishings,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",151.72,4,0.0,27.3096,
2117,2118,CA-2016-130267,2016-09-19,09-23-2016,Standard Class,SW-20245,Scot Wooten,Consumer,United States,Stockton,California,95207.0,North,OFF-PA-10002222,Office Supplies,Paper,"Xerox Color Copier Paper, 11"" x 17"", Ream",159.88,7,0.0,73.5448,
9739,9740,CA-2017-129294,2017-03-16,21/03/2017,Standard Class,KD-16615,Ken Dana,Corporate,United States,Los Angeles,California,90032.0,North,OFF-BI-10001757,Office Supplies,Binders,Pressboard Hanging Data Binders for Unburst Sheets,19.68,5,0.2,6.888,
4946,4947,CA-2016-151372,,,First Class,JH-15985,Joseph Holt,Consumer,United States,Redondo Beach,California,90278.0,North,OFF-FA-10000304,Office Supplies,Fasteners,Advantus Push Pins,4.36,2,0.0,1.7876,
